,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
6378,male,0,yes,yes,13,yes,no,fiber optic,yes,no,no,no,no,yes,month,no,electronic,84.05,1095.3,yes
6379,male,0,no,no,10,yes,yes,fiber optic,no,yes,no,no,no,no,month,yes,bank transfer,80.7,788.8,yes
6380,male,1,yes,no,65,yes,yes,fiber optic,no,yes,yes,no,yes,yes,month,yes,electronic,104.35,6578.55,no
6381,male,0,no,yes,1,yes,no,no,no,no,no,no,no,no,month,no,mailed,19.55,19.55,no
6382,male,0,yes,yes,38,yes,no,dsl,yes,yes,yes,yes,yes,no,one year,no,electronic,74.05,2802.3,no
6383,male,0,no,yes,23,no,no,dsl,yes,no,yes,yes,no,no,two year,no,mailed,40.1,857.75,no
6384,female,0,yes,no,10,yes,no,no,no,no,no,no,no,no,one year,no,mailed,20.1,184.4,no
6385,male,0,no,yes,4,yes,yes,fiber optic,no,yes,no,no,yes,yes,month,yes,electronic,101.7,364.55,yes
6386,male,0,yes,yes,72,yes,yes,dsl,yes,no,yes,yes,yes,yes,two year,yes,credit card,83.55,6093.3,no
6387,female,0,yes,no,35,yes,no,dsl,no,yes,no,yes,no,no,month,no,electronic,56.85,1861.1,no
6388,female,0,no,no,1,yes,no,no,no,no,no,no,no,no,month,no,mailed,20.4,20.4,yes
6389,female,0,yes,yes,58,yes,no,no,no,no,no,no,no,no,two year,no,credit card,19.55,1079.65,no
6390,male,0,yes,yes,70,yes,no,fiber optic,no,yes,yes,yes,yes,yes,one year,yes,electronic,106.15,7475.1,no
6391,male,0,yes,yes,38,yes,yes,dsl,no,yes,yes,no,yes,yes,one year,no,credit card,78.95,2862.55,no
6392,female,0,yes,yes,60,no,no,dsl,no,yes,no,no,yes,yes,month,yes,electronic,49.75,3069.45,no
6393,male,0,no,no,26,yes,yes,fiber optic,yes,yes,no,no,yes,no,month,yes,credit card,92.4,2349.8,no
6394,female,0,no,no,8,yes,no,dsl,yes,yes,no,yes,no,no,one year,no,bank transfer,58.2,469.25,no
6395,male,0,yes,yes,41,yes,yes,fiber optic,no,no,yes,yes,yes,yes,one year,yes,electronic,102.6,4213.35,yes
6396,female,1,yes,no,36,yes,yes,fiber optic,no,yes,no,no,yes,no,month,yes,credit card,91.95,3301.05,no
6397,male,1,no,no,54,yes,no,dsl,no,no,yes,yes,no,yes,one year,no,bank transfer,65.25,3529.95,no
6398,male,0,yes,yes,71,yes,yes,fiber optic,no,yes,yes,no,yes,yes,two year,yes,bank transfer,106.0,7723.7,yes
6399,female,0,no,no,55,yes,yes,fiber optic,no,no,no,no,no,no,month,yes,electronic,73.1,4144.9,no
6400,female,0,no,no,72,yes,yes,dsl,yes,yes,no,no,no,no,two year,no,bank transfer,59.75,4265.0,no
6401,female,0,no,yes,3,yes,no,dsl,yes,no,no,yes,no,no,month,yes,mailed,55.1,154.65,yes
6402,female,0,yes,yes,54,yes,yes,dsl,no,yes,yes,no,no,no,two year,yes,bank transfer,59.8,3246.45,no
6403,male,0,yes,yes,72,yes,yes,fiber optic,yes,yes,yes,yes,yes,yes,two year,yes,bank transfer,116.6,8337.45,no
6404,male,0,no,no,52,yes,yes,fiber optic,yes,no,yes,yes,yes,yes,two year,yes,electronic,109.3,5731.4,no
6405,female,1,no,no,60,yes,yes,fiber optic,yes,no,no,no,yes,yes,one year,yes,bank transfer,101.4,6176.6,no
6406,female,0,no,no,39,no,no,dsl,no,no,yes,no,yes,yes,month,yes,credit card,50.65,1905.4,no
6407,female,0,no,no,15,yes,no,dsl,no,no,no,no,yes,no,one year,no,mailed,56.15,931.9,no
6408,male,0,no,no,69,yes,yes,fiber optic,no,no,yes,yes,yes,yes,two year,yes,bank transfer,106.5,7348.8,yes
6409,male,0,yes,yes,43,yes,no,no,no,no,no,no,no,no,one year,yes,mailed,19.2,776.25,no
6410,female,1,no,no,63,yes,yes,dsl,yes,yes,yes,yes,yes,no,one year,no,bank transfer,83.0,5243.05,no
6411,male,1,yes,no,2,yes,no,fiber optic,no,no,no,no,no,no,month,no,electronic,70.1,141.65,no
6412,female,0,yes,yes,72,yes,no,fiber optic,yes,yes,yes,yes,yes,yes,two year,yes,bank transfer,108.3,7679.65,no
6413,female,0,yes,yes,32,yes,yes,fiber optic,no,no,yes,no,no,yes,month,yes,bank transfer,91.05,2954.5,yes
6414,male,0,yes,yes,40,yes,yes,no,no,no,no,no,no,no,two year,no,credit card,25.25,1006.9,no
6415,female,0,yes,no,58,no,no,dsl,yes,yes,no,no,yes,no,one year,yes,electronic,45.35,2540.1,no
6416,male,0,no,no,67,no,no,dsl,yes,no,no,yes,yes,no,two year,no,electronic,43.9,3097.2,no
6417,female,1,yes,no,51,yes,yes,fiber optic,yes,no,no,no,no,no,month,yes,electronic,77.5,3807.35,yes
6418,male,0,yes,no,31,yes,yes,dsl,no,no,yes,yes,yes,yes,one year,yes,mailed,79.3,2484.0,no
6419,male,1,yes,no,69,yes,yes,fiber optic,yes,yes,no,no,no,no,month,yes,credit card,84.9,5785.65,no
6420,male,0,yes,no,32,yes,yes,fiber optic,no,no,no,yes,no,no,one year,yes,electronic,79.25,2619.15,no
6421,female,0,no,no,21,yes,no,dsl,yes,yes,no,yes,yes,no,two year,no,credit card,71.05,1524.85,no
6422,male,0,no,no,52,yes,no,dsl,yes,no,yes,no,no,no,one year,no,electronic,53.75,2790.65,no
6423,female,0,yes,yes,72,yes,yes,no,no,no,no,no,no,no,two year,no,credit card,24.25,1784.5,no
6424,female,0,yes,no,72,no,no,dsl,no,yes,yes,no,yes,yes,two year,yes,electronic,54.2,3937.45,yes
6425,male,0,yes,yes,52,no,no,dsl,yes,no,yes,no,no,yes,one year,no,bank transfer,44.25,2276.1,no
6426,female,0,no,no,41,yes,no,dsl,no,no,no,yes,no,no,one year,no,bank transfer,50.05,2029.05,no
6427,male,0,no,no,41,yes,no,no,no,no,no,no,no,no,two year,no,mailed,20.15,802.35,no
6428,female,0,no,no,6,yes,no,fiber optic,no,no,no,no,no,no,month,yes,mailed,69.25,418.4,yes
6429,male,0,yes,yes,67,yes,yes,dsl,yes,yes,yes,yes,no,no,one year,yes,credit card,69.35,4653.25,no
6430,female,0,yes,yes,16,yes,no,no,no,no,no,no,no,no,month,no,mailed,19.35,275.9,no
6431,male,0,no,no,17,yes,no,no,no,no,no,no,no,no,two year,no,mailed,19.15,343.45,no
6432,male,0,yes,no,35,yes,no,dsl,yes,yes,yes,no,no,no,month,no,mailed,61.0,2130.45,no
6433,female,0,yes,yes,58,yes,no,no,no,no,no,no,no,no,two year,no,credit card,20.5,1191.4,no
6434,male,0,no,no,1,yes,no,dsl,no,no,yes,no,no,no,month,yes,electronic,50.5,50.5,yes
6435,male,0,yes,yes,52,no,no,dsl,no,yes,yes,yes,yes,no,two year,no,mailed,50.2,2554.0,no
6436,female,0,no,no,70,yes,no,dsl,yes,no,yes,yes,yes,yes,two year,no,bank transfer,79.6,5589.45,no
6437,female,0,yes,yes,19,yes,yes,no,no,no,no,no,no,no,two year,yes,bank transfer,24.9,467.7,no
6438,male,1,no,no,1,yes,yes,fiber optic,no,no,no,no,no,no,month,yes,electronic,74.4,74.4,yes
6439,female,0,yes,yes,35,yes,no,fiber optic,yes,no,yes,yes,yes,yes,month,yes,electronic,106.9,3756.45,no
6440,female,0,no,no,32,yes,yes,fiber optic,no,no,yes,no,yes,yes,month,yes,electronic,101.35,3334.9,no
6441,female,0,yes,yes,17,yes,no,dsl,yes,no,no,yes,no,no,month,yes,credit card,55.35,920.5,no
6442,female,0,yes,yes,67,yes,no,dsl,no,yes,no,no,no,no,one year,no,credit card,50.55,3431.75,no
6443,female,0,no,no,9,yes,no,no,no,no,no,no,no,no,month,no,bank transfer,19.5,150.35,no
6444,male,0,no,yes,31,yes,yes,dsl,no,yes,no,yes,yes,yes,one year,yes,mailed,79.45,2587.7,yes
6445,male,0,no,no,4,yes,yes,fiber optic,yes,no,no,no,yes,no,month,no,electronic,90.65,367.95,no
6446,male,1,yes,yes,58,yes,yes,fiber optic,yes,yes,no,yes,no,no,one year,yes,bank transfer,89.85,5125.75,no
6447,male,0,no,no,60,yes,no,dsl,yes,no,yes,yes,yes,yes,one year,no,mailed,79.0,4801.1,no
6448,male,0,no,no,58,yes,yes,fiber optic,no,no,yes,yes,yes,yes,one year,yes,electronic,104.65,6219.6,yes
6449,male,0,no,no,1,yes,no,no,no,no,no,no,no,no,month,no,mailed,19.55,19.55,no
6450,female,0,yes,yes,27,yes,no,no,no,no,no,no,no,no,two year,no,mailed,19.9,550.1,no
6451,male,1,yes,yes,66,yes,yes,fiber optic,yes,yes,yes,yes,yes,yes,one year,yes,electronic,116.25,7862.25,no
6452,male,0,no,no,15,yes,yes,fiber optic,yes,no,no,no,yes,no,month,yes,bank transfer,87.75,1242.2,no
6453,male,1,yes,no,47,yes,yes,fiber optic,no,no,yes,no,yes,yes,month,yes,electronic,100.05,4871.05,yes
6454,female,0,no,no,41,yes,yes,fiber optic,yes,no,no,no,no,no,month,yes,credit card,81.3,3190.65,no
6455,male,0,yes,no,59,no,no,dsl,no,no,no,no,yes,yes,month,yes,electronic,44.3,2666.75,no
6456,female,0,no,yes,50,yes,no,fiber optic,no,no,no,no,no,no,two year,no,credit card,70.35,3533.6,no
6457,male,0,yes,yes,17,no,no,dsl,yes,no,yes,no,yes,no,one year,no,credit card,44.45,792.15,no
6458,male,0,yes,yes,6,yes,no,dsl,yes,no,no,no,no,no,month,yes,electronic,49.15,295.65,no
6459,male,1,yes,no,51,no,no,dsl,no,yes,no,no,no,no,month,yes,credit card,29.45,1459.35,no
6460,male,0,no,no,44,yes,no,fiber optic,no,yes,no,yes,yes,yes,month,no,electronic,100.55,4398.15,yes
6461,male,0,yes,no,49,yes,no,fiber optic,no,yes,no,no,yes,no,month,yes,credit card,85.3,4297.95,no
6462,male,0,no,no,2,yes,no,fiber optic,no,yes,no,no,yes,yes,month,no,electronic,95.65,167.3,yes
6463,male,0,yes,no,59,yes,yes,dsl,yes,no,no,yes,no,yes,one year,yes,mailed,69.1,4096.9,no
6464,male,1,no,no,50,yes,yes,dsl,yes,yes,no,no,yes,no,month,yes,bank transfer,70.35,3454.6,no
6465,female,0,yes,yes,59,yes,no,no,no,no,no,no,no,no,two year,no,mailed,20.6,1286.0,no
6466,male,0,no,no,18,yes,yes,fiber optic,no,no,no,no,no,no,month,no,mailed,74.15,1387.0,no
6467,male,0,no,no,10,yes,yes,fiber optic,no,no,no,no,no,no,month,no,electronic,75.05,786.3,no
6468,male,0,yes,no,14,yes,no,dsl,no,no,no,no,no,no,one year,no,electronic,44.6,641.25,no
6469,male,0,no,no,35,yes,no,no,no,no,no,no,no,no,two year,no,bank transfer,21.45,705.45,no
6470,male,0,yes,yes,8,yes,no,dsl,no,no,no,no,no,no,one year,yes,mailed,43.45,345.5,no
6471,male,0,yes,yes,18,yes,no,no,no,no,no,no,no,no,one year,no,bank transfer,20.05,345.9,no
6472,female,0,yes,yes,60,yes,yes,fiber optic,yes,yes,no,no,yes,no,one year,no,bank transfer,94.15,5811.8,no
6473,female,0,no,no,1,yes,no,fiber optic,no,no,yes,no,yes,yes,month,no,electronic,94.4,94.4,yes
6474,female,0,no,no,6,yes,no,no,no,no,no,no,no,no,two year,no,mailed,19.55,124.45,no
6475,female,0,no,yes,19,yes,yes,dsl,yes,yes,no,yes,yes,no,month,yes,mailed,75.9,1375.6,no
6476,male,0,yes,yes,53,yes,yes,dsl,yes,yes,no,yes,no,no,one year,no,bank transfer,64.15,3491.55,no
6477,male,1,yes,no,72,yes,yes,fiber optic,yes,yes,yes,no,yes,yes,two year,yes,bank transfer,109.55,7920.7,no
6478,female,0,yes,no,60,yes,yes,fiber optic,no,yes,yes,yes,yes,yes,two year,yes,credit card,110.8,6640.7,no
6479,female,0,no,no,1,yes,no,dsl,no,no,no,no,yes,no,month,yes,credit card,55.0,55.0,yes
6480,female,0,no,yes,13,yes,no,dsl,no,no,yes,yes,no,no,month,no,mailed,53.45,718.1,no
6481,female,0,yes,yes,5,yes,no,fiber optic,no,no,no,no,no,no,month,no,credit card,69.95,320.4,no
6482,male,0,no,no,1,yes,yes,fiber optic,no,no,yes,no,yes,yes,month,yes,electronic,101.45,101.45,yes
6483,male,0,yes,yes,13,yes,no,fiber optic,no,no,yes,no,yes,yes,month,no,electronic,97.0,1334.45,no
6484,male,0,no,no,37,yes,yes,dsl,yes,yes,yes,yes,yes,yes,one year,yes,bank transfer,90.6,3358.65,no
6485,male,0,yes,no,64,yes,no,fiber optic,yes,no,no,no,no,no,month,yes,mailed,73.55,4764.0,no
6486,female,0,yes,no,5,yes,yes,dsl,no,no,yes,yes,yes,no,month,no,bank transfer,67.95,350.3,yes
6487,female,0,yes,no,61,yes,yes,fiber optic,no,yes,no,yes,no,yes,two year,yes,bank transfer,94.35,5703.0,no
6488,female,0,no,no,1,yes,no,fiber optic,no,no,no,no,no,no,month,yes,electronic,69.5,69.5,yes
6489,male,0,no,no,1,yes,no,no,no,no,no,no,no,no,month,yes,mailed,18.85,18.85,yes
6490,male,0,no,no,26,yes,no,no,no,no,no,no,no,no,one year,no,mailed,19.4,525.55,no
6491,female,0,no,no,1,yes,no,fiber optic,no,no,no,no,no,no,month,yes,electronic,69.2,69.2,yes
6492,male,0,yes,no,24,yes,no,no,no,no,no,no,no,no,two year,no,mailed,19.75,483.15,no
6493,male,0,yes,no,17,no,no,dsl,no,no,yes,yes,yes,yes,one year,no,electronic,54.6,934.8,no
6494,female,0,no,yes,26,no,no,dsl,no,no,yes,no,no,no,month,yes,mailed,29.8,786.5,no
6495,male,0,no,no,1,yes,no,fiber optic,no,no,no,no,no,no,month,yes,electronic,69.65,69.65,yes
6496,male,1,yes,no,40,yes,yes,fiber optic,yes,no,no,no,yes,yes,month,no,electronic,101.85,4086.3,yes
6497,male,0,no,no,52,yes,yes,fiber optic,no,yes,yes,no,yes,yes,month,yes,electronic,103.05,5364.8,no
6498,female,0,no,no,1,yes,no,fiber optic,no,yes,yes,no,no,no,month,yes,electronic,82.3,82.3,yes
6499,male,0,no,no,1,yes,no,no,no,no,no,no,no,no,month,no,mailed,20.3,20.3,no
6500,female,0,no,no,21,no,no,dsl,yes,no,no,yes,no,no,two year,no,mailed,35.1,770.4,no
6501,female,0,yes,no,67,yes,yes,fiber optic,no,yes,yes,no,yes,yes,one year,yes,bank transfer,105.7,6816.95,no
6502,female,0,yes,yes,44,yes,no,dsl,yes,no,no,yes,no,no,month,no,bank transfer,56.25,2419.55,no
6503,male,0,yes,yes,70,no,no,dsl,no,yes,yes,yes,yes,yes,one year,no,electronic,60.35,4138.7,no
6504,male,0,no,no,3,yes,no,fiber optic,no,no,no,no,yes,no,month,no,electronic,79.25,267.6,yes
6505,male,0,yes,yes,56,yes,no,dsl,yes,yes,yes,no,no,no,two year,yes,bank transfer,59.8,3457.45,no
6506,female,0,no,no,13,yes,yes,fiber optic,no,no,no,no,no,yes,month,yes,electronic,84.6,1115.2,yes
6507,female,0,yes,yes,58,yes,yes,fiber optic,yes,yes,no,no,no,yes,month,yes,bank transfer,93.4,5435.6,yes
6508,female,0,yes,yes,42,yes,yes,fiber optic,no,no,no,no,yes,yes,month,yes,electronic,94.2,4186.3,yes
6509,male,1,yes,no,1,no,no,dsl,no,no,no,no,no,no,month,no,electronic,25.05,25.05,yes
6510,female,0,yes,yes,46,yes,yes,fiber optic,yes,no,yes,yes,no,yes,two year,no,mailed,99.65,4630.2,no
6511,female,0,yes,yes,63,yes,no,dsl,yes,no,no,no,no,no,two year,yes,bank transfer,50.65,3221.25,no
6512,male,0,no,no,11,yes,no,dsl,no,yes,yes,yes,no,no,month,yes,electronic,60.9,688.5,no
6513,male,0,yes,yes,15,yes,yes,dsl,no,no,yes,yes,no,no,month,yes,bank transfer,59.65,867.1,no
6514,male,0,yes,no,72,no,no,dsl,yes,yes,yes,yes,yes,yes,two year,yes,electronic,64.7,4746.05,no
6515,female,0,no,no,29,no,no,dsl,no,no,no,no,no,no,month,yes,credit card,25.1,712.85,yes
6516,male,0,no,yes,1,yes,no,dsl,no,no,yes,no,no,no,month,no,electronic,48.95,48.95,yes
6517,female,0,yes,yes,6,yes,no,dsl,no,no,no,no,yes,no,month,no,electronic,54.85,355.1,no
6518,male,0,no,no,1,yes,no,dsl,no,no,no,no,no,no,month,no,electronic,45.3,45.3,yes
6519,male,0,yes,yes,63,yes,yes,fiber optic,no,yes,no,no,no,yes,one year,yes,electronic,91.35,5764.7,no
6520,male,0,no,no,2,yes,no,fiber optic,no,no,yes,no,no,yes,month,yes,electronic,85.85,167.3,yes
6521,female,0,yes,yes,18,yes,yes,no,no,no,no,no,no,no,two year,no,mailed,25.1,428.45,no
6522,female,0,yes,no,43,no,no,dsl,yes,no,no,yes,no,no,month,no,bank transfer,34.0,1505.35,no
6523,female,0,no,no,15,no,no,dsl,yes,yes,yes,yes,no,no,one year,no,mailed,45.9,693.45,no
6524,male,0,no,yes,10,yes,yes,fiber optic,no,no,no,no,yes,yes,month,no,electronic,95.2,930.4,yes
6525,male,0,yes,yes,55,yes,no,no,no,no,no,no,no,no,two year,no,mailed,20.5,1177.95,no
6526,male,0,no,yes,49,yes,yes,fiber optic,no,no,no,yes,yes,yes,one year,yes,bank transfer,100.6,5069.65,yes
6527,male,0,yes,yes,6,yes,no,dsl,no,yes,yes,no,no,no,month,yes,mailed,55.3,324.25,yes
6528,male,0,yes,yes,70,yes,no,no,no,no,no,no,no,no,two year,no,credit card,20.35,1458.1,no
6529,male,1,no,no,2,yes,yes,fiber optic,no,no,no,no,no,no,month,yes,mailed,74.85,156.4,yes
6530,male,1,yes,no,63,no,no,dsl,yes,no,no,yes,no,no,one year,no,bank transfer,36.1,2298.9,no
6531,female,0,no,no,25,yes,no,dsl,no,yes,no,yes,no,yes,month,yes,bank transfer,65.8,1679.65,no
6532,female,1,no,no,18,yes,no,no,no,no,no,no,no,no,one year,no,bank transfer,20.35,369.6,no
6533,male,1,yes,no,28,yes,yes,fiber optic,no,yes,no,yes,yes,yes,month,yes,electronic,105.8,2998.0,no
6534,female,1,no,no,53,yes,no,fiber optic,yes,yes,no,yes,no,yes,one year,yes,mailed,96.75,5206.55,no
6535,male,0,no,no,35,yes,no,fiber optic,no,yes,yes,no,yes,yes,one year,yes,bank transfer,102.35,3626.1,yes
6536,male,0,no,no,1,no,no,dsl,no,no,no,no,no,no,month,no,mailed,24.4,24.4,no
6537,male,0,yes,no,70,yes,yes,fiber optic,yes,yes,yes,yes,yes,yes,one year,no,credit card,115.65,7968.85,yes
6538,male,0,no,no,2,yes,no,fiber optic,no,no,yes,yes,no,no,month,yes,electronic,79.85,152.45,yes
6539,female,0,yes,no,26,yes,no,dsl,no,yes,no,yes,yes,yes,month,yes,electronic,73.05,1959.5,no
6540,female,0,no,no,34,yes,no,dsl,yes,yes,no,no,no,yes,one year,no,electronic,64.35,2053.05,no
6541,female,0,no,yes,19,yes,no,no,no,no,no,no,no,no,two year,no,mailed,20.5,398.55,no
6542,male,0,no,no,15,yes,yes,fiber optic,no,no,no,no,no,no,month,yes,mailed,76.0,1130.85,yes
6543,female,0,yes,yes,62,yes,no,dsl,yes,no,yes,no,no,no,one year,no,credit card,54.75,3425.35,no
6544,female,1,no,no,42,yes,yes,fiber optic,no,yes,yes,no,yes,yes,month,yes,bank transfer,104.75,4323.45,yes
6545,female,0,no,no,9,yes,no,dsl,yes,yes,no,no,yes,yes,month,yes,electronic,74.65,703.55,yes
6546,male,0,no,no,24,yes,no,dsl,yes,no,no,no,no,no,month,yes,electronic,51.15,1275.7,no
6547,male,1,yes,no,68,no,no,dsl,yes,yes,yes,no,no,no,two year,yes,electronic,41.95,2965.75,no
6548,male,0,yes,yes,31,yes,no,dsl,no,no,yes,yes,no,no,month,no,mailed,54.35,1647.0,no
6549,female,0,no,no,1,yes,no,dsl,no,no,no,no,no,yes,month,yes,electronic,56.25,56.25,yes
6550,male,0,yes,no,21,yes,yes,fiber optic,no,no,yes,yes,yes,yes,month,yes,electronic,106.1,2249.95,yes
6551,female,0,yes,no,63,yes,no,fiber optic,no,yes,no,no,yes,yes,one year,yes,electronic,96.0,6109.75,no
6552,female,1,no,no,2,yes,no,fiber optic,no,no,no,no,no,yes,month,yes,bank transfer,79.75,159.4,yes
6553,female,0,yes,yes,61,no,no,dsl,no,yes,yes,yes,yes,yes,two year,yes,bank transfer,61.45,3751.15,no
6554,female,0,no,no,1,yes,no,fiber optic,no,no,no,no,no,no,month,no,electronic,68.65,68.65,yes
6555,male,0,no,no,18,yes,no,no,no,no,no,no,no,no,one year,no,mailed,19.65,411.25,no
6556,female,0,yes,yes,6,yes,no,no,no,no,no,no,no,no,one year,no,credit card,19.0,105.5,no
6557,female,0,no,no,33,yes,yes,fiber optic,no,yes,no,no,yes,yes,month,yes,electronic,100.0,3320.6,no
6558,male,0,no,no,16,yes,no,no,no,no,no,no,no,no,month,no,bank transfer,20.25,327.45,yes
6559,female,0,yes,no,56,yes,no,fiber optic,no,no,yes,yes,yes,yes,month,yes,electronic,98.7,5669.5,no
6560,male,0,no,yes,23,yes,no,no,no,no,no,no,no,no,one year,no,mailed,19.8,465.45,no
6561,male,0,no,no,9,yes,no,fiber optic,no,no,yes,no,no,no,month,yes,electronic,73.8,704.3,no
6562,female,1,yes,no,14,yes,yes,fiber optic,no,yes,no,no,yes,yes,month,yes,electronic,100.2,1369.8,yes
6563,male,0,yes,yes,15,yes,yes,fiber optic,no,no,no,no,no,no,month,yes,bank transfer,74.9,1107.25,yes
6564,male,0,no,no,5,yes,no,no,no,no,no,no,no,no,month,no,credit card,20.05,95.55,no
6565,male,0,yes,no,61,yes,yes,fiber optic,yes,yes,no,no,yes,yes,month,yes,electronic,106.2,6375.2,no
6566,male,0,yes,yes,70,yes,yes,fiber optic,yes,yes,yes,yes,yes,yes,two year,yes,credit card,116.55,8152.3,no
6567,male,0,no,no,15,yes,yes,fiber optic,yes,no,no,no,yes,yes,month,yes,electronic,99.7,1566.75,no
6568,male,0,yes,yes,8,yes,no,no,no,no,no,no,no,no,two year,no,mailed,19.7,130.25,no
6569,female,0,yes,yes,8,yes,no,no,no,no,no,no,no,no,two year,no,mailed,19.5,162.15,no
6570,female,0,no,no,4,no,no,dsl,yes,no,no,no,no,no,month,yes,mailed,29.15,110.05,no
6571,female,0,no,no,34,yes,no,dsl,yes,yes,no,no,no,no,one year,no,mailed,55.0,1885.15,no
6572,male,0,yes,no,68,yes,yes,dsl,yes,yes,yes,yes,yes,yes,two year,yes,credit card,90.8,6302.85,no
6573,female,0,yes,yes,45,no,no,dsl,no,yes,yes,yes,no,yes,one year,no,bank transfer,51.0,2264.5,no
6574,female,1,no,no,9,yes,yes,fiber optic,no,no,yes,no,yes,no,month,yes,electronic,90.1,816.8,no
6575,female,0,no,no,22,yes,yes,dsl,yes,no,no,yes,no,no,month,yes,mailed,59.05,1253.5,no
6576,female,0,no,no,2,yes,no,no,no,no,no,no,no,no,month,no,mailed,20.3,41.2,no
6577,male,0,yes,no,70,yes,yes,dsl,no,yes,yes,yes,yes,no,two year,no,bank transfer,72.95,5265.55,no
6578,female,0,no,yes,10,yes,yes,dsl,yes,no,yes,yes,no,yes,one year,no,credit card,73.55,693.3,no
6579,male,0,no,no,72,yes,yes,dsl,yes,no,yes,yes,yes,yes,two year,no,credit card,84.3,5997.1,no
6580,female,0,yes,yes,49,yes,no,dsl,no,yes,yes,no,yes,yes,one year,no,credit card,78.0,3824.2,no
6581,female,1,no,no,54,yes,yes,dsl,no,yes,no,yes,yes,no,one year,no,mailed,72.1,3886.05,no
6582,female,0,no,no,71,yes,yes,fiber optic,yes,yes,yes,no,yes,yes,two year,yes,credit card,106.75,7283.25,no
6583,female,0,no,no,22,yes,no,no,no,no,no,no,no,no,one year,yes,mailed,19.25,412.55,no
6584,female,0,yes,yes,50,yes,no,no,no,no,no,no,no,no,two year,no,credit card,20.55,1070.25,no
6585,female,0,yes,yes,43,yes,no,no,no,no,no,no,no,no,one year,no,mailed,20.0,817.95,no
6586,female,0,yes,yes,45,yes,yes,no,no,no,no,no,no,no,two year,yes,credit card,24.65,1171.3,no
6587,male,1,no,no,64,yes,yes,fiber optic,yes,yes,no,no,yes,yes,month,yes,bank transfer,103.5,6548.65,no
6588,female,0,yes,yes,23,yes,yes,no,no,no,no,no,no,no,two year,no,mailed,23.85,625.65,no
6589,female,0,yes,no,68,yes,yes,no,no,no,no,no,no,no,two year,no,credit card,25.8,1911.5,no
6590,female,0,no,no,1,yes,no,fiber optic,no,no,no,no,no,no,month,yes,electronic,70.85,70.85,yes
6591,male,0,no,no,2,yes,no,fiber optic,no,no,no,no,no,no,month,yes,credit card,69.8,134.7,yes
6592,male,0,no,no,26,yes,no,dsl,no,no,no,yes,yes,no,one year,no,credit card,59.45,1507.0,no
6593,male,0,yes,no,55,no,no,dsl,no,no,yes,yes,yes,yes,month,yes,bank transfer,54.55,2978.3,yes
6594,male,0,no,no,14,yes,no,no,no,no,no,no,no,no,month,yes,electronic,20.05,299.3,no
6595,male,0,yes,no,71,yes,no,dsl,yes,no,yes,yes,yes,yes,two year,yes,electronic,82.55,5832.65,no
6596,male,0,no,no,64,yes,yes,dsl,yes,yes,yes,yes,yes,no,one year,no,electronic,81.25,5567.55,no
6597,female,0,no,no,7,yes,no,dsl,no,no,no,yes,yes,yes,month,yes,credit card,70.75,450.8,yes
6598,female,0,no,no,57,yes,no,dsl,yes,yes,yes,yes,yes,no,two year,yes,credit card,74.3,4166.35,no
6599,female,0,yes,no,13,yes,yes,fiber optic,no,yes,yes,no,yes,no,month,no,electronic,94.1,1215.6,yes
6600,female,0,yes,yes,3,no,no,dsl,yes,no,no,no,no,no,month,no,credit card,29.7,91.7,yes
6601,male,1,yes,no,72,yes,yes,fiber optic,no,yes,yes,yes,yes,yes,two year,no,credit card,109.7,7898.45,no
6602,female,0,yes,yes,40,yes,yes,fiber optic,no,yes,yes,no,yes,no,month,yes,credit card,96.35,3915.4,no
6603,male,0,yes,no,14,yes,yes,dsl,no,no,no,yes,yes,no,month,yes,credit card,66.6,979.5,no
6604,male,0,yes,yes,2,yes,no,dsl,no,no,no,no,no,no,month,yes,electronic,44.5,90.05,no
6605,male,1,no,no,66,yes,yes,fiber optic,no,yes,yes,yes,yes,yes,one year,no,credit card,110.9,7432.05,yes
6606,female,0,yes,no,38,yes,yes,fiber optic,no,no,yes,yes,yes,yes,month,yes,electronic,105.0,4026.4,yes
6607,male,0,no,yes,1,no,no,dsl,no,no,no,no,no,no,month,yes,electronic,25.3,25.3,yes
6608,male,0,no,no,22,yes,no,dsl,no,yes,no,yes,no,no,one year,yes,credit card,55.15,1193.05,yes
6609,male,0,no,no,1,yes,no,no,no,no,no,no,no,no,month,yes,mailed,20.1,20.1,yes
6610,male,0,no,no,5,yes,no,fiber optic,no,no,no,no,yes,no,month,yes,mailed,80.1,398.55,no
6611,male,0,yes,yes,29,yes,yes,dsl,yes,no,no,yes,yes,no,one year,no,bank transfer,69.05,1958.45,no
6612,male,0,yes,yes,1,yes,no,fiber optic,no,no,no,no,no,no,month,yes,mailed,69.9,69.9,yes
6613,female,0,no,no,3,yes,no,no,no,no,no,no,no,no,month,no,mailed,20.4,63.15,no
6614,male,0,yes,yes,71,yes,no,no,no,no,no,no,no,no,two year,no,credit card,19.7,1301.1,no
6615,male,0,no,yes,9,yes,no,dsl,no,yes,no,no,no,no,month,yes,electronic,50.1,484.05,no
6616,male,0,no,no,43,yes,yes,fiber optic,no,yes,no,no,yes,yes,month,yes,electronic,101.4,4528.0,yes
